#This file maps mm10's rsem gene IDs to gene symbols
#Allon, July 2015
#Gene RSEM ID	Gene Sybmol	Biotype
gene16284	V1rd19	protein_coding
gene16285	Vmn1r183	protein_coding
gene16287	LOC102640682	N/A
gene16288	Zfp180	protein_coding
gene16289	Zfp112	protein_coding
gene1629	Nr5a2	protein_coding
gene16290	Zfp235	protein_coding
gene16291	Zfp114	protein_coding
gene16292	Zfp111	protein_coding
gene16293	Zfp109	protein_coding
gene16294	Zfp108	protein_coding
gene16295	Zfp93	protein_coding
gene16297	Zfp61	protein_coding
gene16298	Zfp94	protein_coding
gene163	LOC102635075	N/A
gene1630	Rnu7-ps3	N/A
gene16300	Tescl	protein_coding
gene16301	Lypd5	protein_coding
gene16302	Kcnn4	protein_coding
gene16303	Smg9	protein_coding
gene16304	Irgc1	protein_coding
gene16305	LOC102639971	N/A
gene16306	LOC102639890	N/A
gene16307	Plaur	protein_coding
gene16308	Cadm4	protein_coding
gene16309	Zfp428	protein_coding
gene16310	Irgq	protein_coding
gene16311	Pinlyp	protein_coding
gene16312	Xrcc1	protein_coding
gene16313	Zfp575	protein_coding
gene16314	Ethe1	protein_coding
gene16315	Phldb3	protein_coding
gene16316	LOC102640044	N/A
gene16317	Lypd3	protein_coding
gene16318	Gm4598	N/A
gene16319	Tex101	protein_coding
gene1632	LOC102637437	N/A
gene16320	Gm1096	N/A
gene16321	LOC102640793	N/A
gene16322	BC049730	protein_coding
gene16323	Gm4763	protein_coding
gene16324	Cd177	protein_coding
gene16325	Ceacam10	protein_coding
gene16326	Gm5893	processed_transcript
gene16328	Gm9844	protein_coding
gene16329	Lypd4	protein_coding
gene1633	LOC102637519	N/A
gene16330	Dmrtc2	protein_coding
gene16331	Rps19	protein_coding
gene16332	Cd79a	protein_coding
gene16333	Arhgef1	protein_coding
gene16334	Gm4881	N/A
gene16335	LOC102640835	N/A
gene16336	Rabac1	protein_coding
gene16337	Mir7046	miRNA
gene16338	Atp1a3	protein_coding
gene16339	Mir7047	miRNA
gene1634	Gm4258	processed_transcript
gene16340	LOC102640909	N/A
gene16341	Grik5	protein_coding
gene16342	Zfp574	protein_coding
gene16343	Pou2f2	protein_coding
gene16344	Mir6537	miRNA
gene16345	D930028M14Rik	lincRNA
gene16346	Dedd2	protein_coding
gene16347	Mir7048	miRNA
gene16348	Zfp526	protein_coding
gene16349	Gsk3a	protein_coding
gene1635	Mir181a-1	miRNA
gene16350	9130221H12Rik	antisense
gene16351	Erf	protein_coding
gene16352	Cic	protein_coding
gene16353	LOC102640983	N/A
gene16354	Pafah1b3	protein_coding
gene16355	Prr19	protein_coding
gene16356	Tmem145	protein_coding
gene16357	Megf8	protein_coding
gene16358	Cnfn	protein_coding
gene16359	4732471J01Rik	protein_coding
gene1636	Mir181b-1	miRNA
gene16360	Lipe	protein_coding
gene16361	Cxcl17	protein_coding
gene16363	Gm20949	N/A
gene16365	Ceacam1	protein_coding
gene16366	Ceacam2	protein_coding
gene16367	LOC102631623	N/A
gene16368	Gm4607	N/A
gene16369	Gm7092	N/A
gene1637	LOC102637582	N/A
gene16370	Atp5sl	protein_coding
gene16371	B3gnt8	protein_coding
gene16372	Bckdha	protein_coding
gene16373	Exosc5	protein_coding
gene16374	Tmem91	protein_coding
gene16375	B9d2	protein_coding
gene16376	Tgfb1	protein_coding
gene16377	Ccdc97	protein_coding
gene16378	Hnrnpul1	protein_coding
gene16379	Axl	protein_coding
gene1638	Ptprc	protein_coding
gene16380	LOC101056023	N/A
gene16381	Cyp2s1	protein_coding
gene16383	LOC102631944	N/A
gene16384	LOC101055953	N/A
gene16385	Cyp2b10	protein_coding
gene16388	Cyp2b13	protein_coding
gene16389	Rnf170-ps	processed_pseudogene
gene16390	LOC102631625	N/A
gene16392	Cyp2b9	protein_coding
gene16395	Vmn1r184	protein_coding
gene16396	Cyp2a4	protein_coding
gene16397	Nlrp9c	protein_coding
gene16398	Nlrp4a	protein_coding
gene16399	Nlrp9a	protein_coding
gene164	Tfap2b	protein_coding
gene1640	Atp6v1g3	protein_coding
gene16400	Vmn1r185	protein_coding
gene16401	Cyp2b23	protein_coding
gene16402	Cyp2b19	protein_coding
gene16403	LOC102632014	N/A
gene16404	Cyp2g1	protein_coding
gene16405	LOC102632101	N/A
gene16406	Cyp2a5	protein_coding
gene16407	LOC102632208	N/A
gene16409	Cyp2a22	protein_coding
gene1641	Nek7	protein_coding
gene16410	Cyp2a21-ps	N/A
gene16411	Cyp2a12	protein_coding
gene16413	LOC101055972	N/A
gene16414	Cyp2f2	protein_coding
gene16415	LOC102632321	N/A
gene16416	Cyp2t4	protein_coding
gene16417	Egln2	protein_coding
gene16418	Rab4b	protein_coding
gene16419	Mir3101	miRNA
gene1642	Gm5833	lincRNA
gene16420	Mia	protein_coding
gene16421	Snrpa	protein_coding
gene16422	BC024978	protein_coding
gene16423	Mir1191	miRNA
gene16424	Itpkc	protein_coding
gene16425	Adck4	protein_coding
gene16426	Numbl	protein_coding
gene16428	Ltbp4	protein_coding
gene16429	LOC102632481	N/A
gene1643	Gm8790	processed_pseudogene
gene16430	Shkbp1	protein_coding
gene16431	Sptbn4	protein_coding
gene16432	Blvrb	protein_coding
gene16433	Pgam1-ps2	processed_pseudogene
gene16434	Sertad3	protein_coding
gene16435	Sertad1	protein_coding
gene16436	Prx	protein_coding
gene16437	Hipk4	protein_coding
gene16438	Pld3	protein_coding
gene16439	2310022A10Rik	protein_coding
gene1644	Lhx9	protein_coding
gene16440	LOC102632552	N/A
gene16442	Akt2	protein_coding
gene16443	Ttc9b	protein_coding
gene16444	Map3k10	protein_coding
gene16445	C030039L03Rik	protein_coding
gene16447	Zfp60	protein_coding
gene16448	LOC102632667	N/A
gene16449	Gm10046	N/A
gene1645	2310009B15Rik	protein_coding
gene16450	LOC101056270	N/A
gene16451	Zfp626	protein_coding
gene16452	Zfp59	protein_coding
gene16453	LOC102632945	N/A
gene16454	Zfp607	protein_coding
gene16456	1700049G17Rik	protein_coding
gene16457	Gm10651	processed_pseudogene
gene16458	Zfp780b	protein_coding
gene1646	1700019P21Rik	lincRNA
gene16460	Zfp850	protein_coding
gene16461	Psmc4	protein_coding
gene16462	Fcgbp	protein_coding
gene16464	LOC102633206	N/A
gene16465	9530053A07Rik	protein_coding
gene16466	LOC102633117	N/A
gene16467	Fbl	protein_coding
gene16468	Dyrk1b	protein_coding
gene1647	Gm3933	processed_pseudogene
gene16470	Eid2	protein_coding
gene16471	Eid2b	protein_coding
gene16472	BC089491	protein_coding
gene16473	Dll3	protein_coding
gene16474	Timm50	protein_coding
gene16475	LOC102633488	N/A
gene16476	Supt5	protein_coding
gene16477	LOC102633597	N/A
gene16478	Rps16	protein_coding
gene16479	AF357399	snoRNA
gene1648	Dennd1b	protein_coding
gene16480	Plekhg2	protein_coding
gene16481	n-Ti16	N/A
gene16482	Zfp36	protein_coding
gene16483	Med29	protein_coding
gene16484	Paf1	protein_coding
gene16485	Samd4b	N/A
gene16486	Gmfg	protein_coding
gene16487	Lrfn1	protein_coding
gene16488	Gm6518	N/A
gene16489	1700028B04Rik	transcribed_processed_pseudogene
gene1649	4930596I21Rik	N/A
gene16490	Ifnl2	protein_coding
gene16491	Ifnl3	protein_coding
gene16493	Sycn	protein_coding
gene16494	Nccrp1	protein_coding
gene16495	Pak4	protein_coding
gene16496	Mir7049	miRNA
gene16497	Papl	protein_coding
gene16498	Fbxo27	protein_coding
gene16499	Fbxo17	protein_coding
gene16500	Mrps12	protein_coding
gene16501	Sars2	protein_coding
gene16502	Gm6537	protein_coding
gene16503	Nfkbib	protein_coding
gene16504	Sirt2	protein_coding
gene16505	Gm19897	N/A
gene16506	Rinl	protein_coding
gene16507	n-Tk24	N/A
gene16508	Hnrnpl	protein_coding
gene16509	Ech1	protein_coding
gene16510	Lgals4	protein_coding
gene16511	Lgals7	protein_coding
gene16512	Capn12	protein_coding
gene16513	Actn4	protein_coding
gene16514	Eif3k	protein_coding
gene16515	Map4k1	protein_coding
gene16516	Ryr1	protein_coding
gene16517	LOC102633912	N/A
gene16518	C130030J05	N/A
gene16519	Mir1963	miRNA
gene1652	LOC102638070	N/A
gene16520	LOC102633675	N/A
gene16521	Rasgrp4	protein_coding
gene16522	Fam98c	protein_coding
gene16523	Spred3	protein_coding
gene16524	Ggn	protein_coding
gene16525	Psmd8	protein_coding
gene16526	Catsperg1	protein_coding
gene16527	Kcnk6	protein_coding
gene16528	Yif1b	protein_coding
gene16529	2200002D01Rik	protein_coding
gene1653	Crb1	protein_coding
gene16530	Spint2	protein_coding
gene16531	Ppp1r14a	protein_coding
gene16532	Dpf1	protein_coding
gene16533	Sipa1l3	protein_coding
gene16534	4932431P20Rik	protein_coding
gene16535	4930432E11Rik	transcribed_unprocessed_pseudogene
gene16536	LOC102632285	N/A
gene16537	Catsperg2	protein_coding
gene16538	Zfp84	protein_coding
gene16539	Mir1964	miRNA
gene1654	4933436E23Rik	lincRNA
gene16540	Zfp30	protein_coding
gene16541	Gm6579	N/A
gene16542	Zfp790	protein_coding
gene16543	Zfp940	protein_coding
gene16544	Zfp420	protein_coding
gene16545	Zfp27	protein_coding
gene16546	Mir7668	miRNA
gene16547	Zfp383	protein_coding
gene16548	Zfp74	protein_coding
gene16549	C230062I16Rik	protein_coding
gene1655	LOC102638197	N/A
gene16550	Gm10169	processed_pseudogene
gene16551	LOC102634056	N/A
gene16552	Zfp568	protein_coding
gene16553	Zfp14	protein_coding
gene16554	Zfp82	protein_coding
gene16555	Zfp566	protein_coding
gene16556	Zfp260	protein_coding
gene16557	Zfp382	protein_coding
gene16559	Zfp146	protein_coding
gene1656	Zbtb41	protein_coding
gene16560	Gm5113	protein_coding
gene16561	Cox7a1	protein_coding
gene16562	Capns1	protein_coding
gene16563	Tbcb	protein_coding
gene16564	Polr2i	protein_coding
gene16565	Ovol3	protein_coding
gene16566	Wdr62	protein_coding
gene16567	Rps12-ps5	processed_pseudogene
gene16568	Clip3	protein_coding
gene16569	Alkbh6	protein_coding
gene1657	Aspm	protein_coding
gene16570	Syne4	protein_coding
gene16571	Sdhaf1	protein_coding
gene16572	Lrfn3	protein_coding
gene16573	LOC102634448	N/A
gene16574	Tyrobp	protein_coding
gene16575	Hcst	protein_coding
gene16576	Nfkbid	protein_coding
gene16577	LOC102632619	N/A
gene16578	Aplp1	protein_coding
gene16579	Kirrel2	protein_coding
gene1658	F13b	protein_coding
gene16580	Nphs1	protein_coding
gene16581	Nphs1os	antisense
gene16582	Rps12-ps4	N/A
gene16583	Prodh2	protein_coding
gene16584	Arhgap33os	antisense
gene16585	Arhgap33	protein_coding
gene16586	BC053749	N/A
gene16587	Hspb6	protein_coding
gene16588	Lin37	protein_coding
gene16589	Psenen	protein_coding
gene1659	Cfhr1	protein_coding
gene16590	U2af1l4	protein_coding
gene16591	Igflr1	protein_coding
gene16592	Kmt2b	protein_coding
gene16593	LOC102634521	N/A
gene16594	Mir3569	miRNA
gene16595	Zbtb32	protein_coding
gene16596	Upk1a	protein_coding
gene16597	Cox6b1	protein_coding
gene16598	Etv2	protein_coding
gene16599	Rbm42	protein_coding
gene166	LOC102635266	N/A
gene1660	Cfhr3	unprocessed_pseudogene
gene16600	Haus5	protein_coding
gene16601	Pmis2	lincRNA
gene16602	2200002J24Rik	protein_coding
gene16603	Atp4a	protein_coding
gene16604	Tmem147	protein_coding
gene16605	Gapdhs	protein_coding
gene16606	C630016N16Rik	N/A
gene16607	Sbsn	protein_coding
gene16608	Dmkn	protein_coding
gene16609	Krtdap	protein_coding
gene1661	Gm4788	protein_coding
gene16610	Ffar2	protein_coding
gene16611	LOC102634718	N/A
gene16612	Ffar3	protein_coding
gene16613	Ffar1	protein_coding
gene16614	Cd22	protein_coding
gene16615	Mag	protein_coding
gene16616	Hamp2	protein_coding
gene16618	Hamp	protein_coding
gene16619	Usf2	protein_coding
gene1662	Cfhr2	protein_coding
gene16620	Lsr	protein_coding
gene16621	Fam187b	protein_coding
gene16623	Fxyd5	protein_coding
gene16624	Mir7050	miRNA
gene16625	Fxyd7	protein_coding
gene16626	Fxyd1	protein_coding
gene16627	Lgi4	protein_coding
gene16628	Fxyd3	protein_coding
gene16629	Hpn	protein_coding
gene16630	Scn1b	protein_coding
gene16631	Gramd1a	protein_coding
gene16632	Gm10640	antisense
gene16633	Scgb2b1	protein_coding
gene16634	Scgb1b2	protein_coding
gene16635	Scgb2b2	protein_coding
gene16636	Scgb2b3	protein_coding
gene16637	Scgb1b3	protein_coding
gene16638	LOC102632742	N/A
gene16639	LOC102632864	N/A
gene16640	LOC102634891	N/A
gene16641	Rpl23a-ps8	processed_pseudogene
gene16642	Scgb2b6	unprocessed_pseudogene
gene16644	Rpl23a-ps9	processed_pseudogene
gene16645	Scgb2b7	protein_coding
gene16646	Scgb1b7	protein_coding
gene16647	Gm9114	processed_pseudogene
gene16648	LOC102635284	N/A
gene16649	LOC102632971	N/A
gene1665	Gm5837	processed_pseudogene
gene16650	LOC102635172	N/A
gene16651	Gm6669	processed_pseudogene
gene16652	Gm9120	processed_pseudogene
gene16653	LOC102635398	N/A
gene16654	LOC102635511	N/A
gene16655	LOC102633076	N/A
gene16656	LOC102635608	N/A
gene16657	Gm9127	processed_pseudogene
gene16658	LOC101056012	N/A
gene16659	Scgb2b10	unprocessed_pseudogene
gene1666	Cfh	protein_coding
gene16660	LOC102635992	N/A
gene16661	Rpl23a-ps10	processed_pseudogene
gene16662	Gm6703	N/A
gene16663	Gm9135	processed_pseudogene
gene16664	Gm9137	N/A
gene16665	Scgb2b11	protein_coding
gene16666	Scgb2b12	protein_coding
gene16667	Scgb1b12	protein_coding
gene16668	Gm9142	processed_pseudogene
gene16669	Rpl23a-ps11	processed_pseudogene
gene1667	Kcnt2	protein_coding
gene16670	Scgb1b29	protein_coding
gene16671	Gm9146	processed_pseudogene
gene16672	LOC101056169	N/A
gene16673	LOC102633333	N/A
gene16674	LOC102636609	N/A
gene16675	Gm5327	processed_pseudogene
gene16676	Gm9149	processed_pseudogene
gene16677	Gm21135	processed_pseudogene
gene16678	LOC102636816	N/A
gene16679	Gm5058	processed_pseudogene
gene1668	4930590L20Rik	antisense
gene16680	LOC102636925	N/A
gene16681	Gm4398	processed_pseudogene
gene16682	LOC101056033	N/A
gene16683	Scgb2b15	protein_coding
gene16684	LOC102637163	N/A
gene16685	LOC102637284	N/A
gene16686	Gm9156	processed_pseudogene
gene16687	LOC102637391	N/A
gene16688	Gm4405	processed_pseudogene
gene16689	LOC101056051	N/A
gene16690	Scgb2b17	protein_coding
gene16691	LOC102637615	N/A
gene16693	Gm9161	N/A
gene16694	Gm9162	processed_pseudogene
gene16695	LOC102637838	N/A
gene16696	Scgb2b18	protein_coding
gene16697	Scgb2b19	protein_coding
gene16698	Scgb1b19	protein_coding
gene16699	Gm9167	processed_pseudogene
gene167	Pkhd1	protein_coding
gene16700	Scgb2b20	protein_coding
gene16701	Scgb1b20	protein_coding
gene16702	Gm5732	processed_pseudogene
gene16703	Gm5731	processed_pseudogene
gene16704	Scgb1b28-ps	unprocessed_pseudogene
gene16705	Scgb2b21	protein_coding
gene16706	LOC102633800	N/A
gene16707	LOC102638449	N/A
gene16708	Scgb2b23-ps	transcribed_unprocessed_pseudogene
gene16709	Rpl23a-ps12	processed_pseudogene
gene16710	Scgb2b24	protein_coding
gene16711	Scgb1b24	protein_coding
gene16714	Gm12757	processed_pseudogene
gene16715	Scgb2b26	protein_coding
gene16717	Gm12755	unprocessed_pseudogene
gene16718	Scgb2b27	protein_coding
gene16719	Scgb1b27	protein_coding
gene1672	Gm5835	processed_pseudogene
gene16720	Scgb1b30	protein_coding
gene16721	Wtip	protein_coding
gene16722	Uba2	protein_coding
gene16723	Pdcd2l	protein_coding
gene16724	Gpi1	protein_coding
gene16725	4931406P16Rik	protein_coding
gene16726	LOC102638521	N/A
gene16727	Lsm14a	protein_coding
gene16728	LOC102638639	N/A
gene16729	LOC102634024	N/A
gene1673	LOC102638756	N/A
gene16730	LOC102638822	N/A
gene16731	LOC102638744	N/A
gene16732	LOC102638938	N/A
gene16733	Kctd15	protein_coding
gene16734	LOC102639020	N/A
gene16735	Chst8	protein_coding
gene16736	Pepd	protein_coding
gene16737	LOC102639154	N/A
gene16738	LOC102639084	N/A
gene16739	Cebpg	protein_coding
gene1674	LOC102638833	N/A
gene16740	LOC102639258	N/A
gene16741	Cebpa	protein_coding
gene16742	LOC102639398	N/A
gene16743	LOC102639328	N/A
gene16744	LOC102639624	N/A
gene16745	Slc7a10	protein_coding
gene16746	Lrp3	protein_coding
gene16747	n-Tt9	N/A
gene16748	Wdr88	N/A
gene16749	Gpatch1	protein_coding
gene1675	Cdc73	protein_coding
gene16750	Rhpn2	protein_coding
gene16751	C230052I12Rik	protein_coding
gene16752	Cep89	protein_coding
gene16754	Slc7a9	protein_coding
gene16755	Tdrd12	protein_coding
gene16757	Nudt19	protein_coding
gene16758	Rgs9bp	protein_coding
gene16759	Ankrd27	protein_coding
gene1676	B3galt2	protein_coding
gene16760	Pdcd5	protein_coding
gene16761	Dpy19l3	protein_coding
gene16762	Zfp507	protein_coding
gene16763	E130304I02Rik	antisense
gene16764	LOC102640079	N/A
gene16765	LOC102640151	N/A
gene16766	Rpl17-ps9	processed_pseudogene
gene16767	LOC102640220	N/A
gene16768	Gm9211	processed_pseudogene
gene16769	LOC102634139	N/A
gene16770	LOC102640326	N/A
gene16771	LOC102640722	N/A
gene16772	Tshz3	protein_coding
gene16773	LOC102640640	N/A
gene16774	LOC102640528	N/A
gene16775	LOC102640395	N/A
gene16776	LOC102640863	N/A
gene16777	LOC102640984	N/A
gene16778	LOC102631556	N/A
gene16779	LOC102631624	N/A
gene1678	Glrx2	protein_coding
gene16780	LOC102631767	N/A
gene16781	LOC102631842	N/A
gene16782	Zfp536	protein_coding
gene16783	LOC102632482	N/A
gene16784	LOC102632399	N/A
gene16785	LOC102632322	N/A
gene16786	LOC102632209	N/A
gene16787	Uri1	protein_coding
gene16788	LOC102632668	N/A
gene16789	LOC102632899	N/A
gene1679	Trove2	protein_coding
gene16790	LOC102632789	N/A
gene16791	Ccne1	protein_coding
gene16792	LOC102632970	N/A
gene16793	1600014C10Rik	protein_coding
gene16794	Plekhf1	protein_coding
gene16795	Pop4	protein_coding
gene16796	LOC102634248	N/A
gene16797	Gm9220	unprocessed_pseudogene
gene16798	Gm4451	unprocessed_pseudogene
gene16799	LOC102633489	N/A
gene168	4930486I03Rik	antisense
gene1680	Uchl5	protein_coding
gene16800	Gm6818	unprocessed_pseudogene
gene16801	1700010N08Rik	transcribed_processed_pseudogene
gene16802	LOC102634488	N/A
gene16803	LOC102633161	N/A
gene16804	Gm21115	unprocessed_pseudogene
gene16805	Gm6819	unprocessed_pseudogene
gene16806	LOC102633799	N/A
gene16807	Gm5591	protein_coding
gene16808	Gm4454	unprocessed_pseudogene
gene16809	Gm20749	processed_pseudogene
gene1681	Rgs2	protein_coding
gene16810	Gm21115	unprocessed_pseudogene
gene16811	Gm21276	unprocessed_pseudogene
gene16812	Gm21122	processed_pseudogene
gene16813	Gm21129	unprocessed_pseudogene
gene16814	LOC102634605	N/A
gene16815	Gm21136	unprocessed_pseudogene
gene16816	Gm21142	unprocessed_pseudogene
gene16817	Gm21152	processed_pseudogene
gene16818	LOC102634560	N/A
gene16819	Gm6833	N/A
gene1682	LOC102638909	N/A
gene16820	Gm1982	unprocessed_pseudogene
gene16821	LOC102635822	N/A
gene16822	Gm1988	unprocessed_pseudogene
gene16823	Gm6124	unprocessed_pseudogene
gene16824	Gm16387	unprocessed_pseudogene
gene16825	Gm9226	processed_pseudogene
gene16826	LOC102636268	N/A
gene16827	LOC102636497	N/A
gene16829	Gm9271	unprocessed_pseudogene
gene16830	Gm5114	protein_coding
gene16831	Gm5590	transcribed_processed_pseudogene
gene16832	Zfp939	transcribed_unprocessed_pseudogene
gene16833	LOC101056047	N/A
gene16834	Zfp619	protein_coding
gene16835	LOC102637087	N/A
gene16838	Gm9230	processed_pseudogene
gene16839	LOC102637169	N/A
gene1684	Rgs13	protein_coding
gene16840	4933402C06Rik	lincRNA
gene16841	A230077H06Rik	antisense
gene16842	LOC102637255	N/A
gene16843	Vstm2b	protein_coding
gene16844	LOC102636029	N/A
gene16845	4930433I11Rik	protein_coding
gene16846	Gm4884	protein_coding
gene16847	1700110I07Rik	processed_pseudogene
gene16848	Gm9239	unprocessed_pseudogene
gene16849	Gm6820	unprocessed_pseudogene
gene1685	LOC102638987	N/A
gene16850	Gm2128	unprocessed_pseudogene
gene16851	LOC102637880	N/A
gene16853	LOC102638189	N/A
gene16854	Gm6866	unprocessed_pseudogene
gene16855	Gm9244	unprocessed_pseudogene
gene16856	Gm5592	protein_coding
gene16857	LOC102636352	N/A
gene16860	AI987944	protein_coding
gene16861	LOC102638296	N/A
gene16862	Vmn2r57	protein_coding
gene16863	AW146154	protein_coding
gene16865	2610021A01Rik	protein_coding
gene16866	Zfp788	protein_coding
gene16867	Gm9252	processed_pseudogene
gene16868	Vmn2r-ps54	transcribed_unprocessed_pseudogene
gene1687	Rgs1	protein_coding
gene16870	Cd9-ps	processed_pseudogene
gene16873	Vmn2r58	protein_coding
gene16875	Vmn2r59	protein_coding
gene16877	Gm7224	unprocessed_pseudogene
gene16878	Gm5593	processed_pseudogene
gene16879	Vmn2r60	protein_coding
gene1688	Gm7266	processed_pseudogene
gene16880	Gm2308	processed_pseudogene
gene16881	Vmn2r61	protein_coding
gene16885	Vmn2r-ps60	unprocessed_pseudogene
gene16886	4933421I07Rik	protein_coding
gene16887	LOC102638683	N/A
gene16888	Zfp141	protein_coding
gene16889	Gm19246	processed_pseudogene
gene1689	Rgs21	protein_coding
gene16890	LOC102638902	N/A
gene16892	9830147E19Rik	protein_coding
gene16893	Gm5595	protein_coding
gene16894	LOC101056115	N/A
gene16897	Vmn2r62	protein_coding
gene16898	LOC102639120	N/A
gene16899	Gm2381	protein_coding
gene169	Mir206	miRNA
gene1690	Rgs18	protein_coding
gene16901	Vmn2r63	protein_coding
gene16902	Gm9266	processed_pseudogene
gene16903	Gm9294	processed_pseudogene
gene16904	Gm9268	protein_coding
gene16905	Gm17768	N/A
gene16908	Zfp936	protein_coding
gene16909	EU599041	protein_coding
gene1691	Gm8856	processed_pseudogene
gene16910	LOC102639229	N/A
gene16911	Zfp715	protein_coding
gene16912	Siglec5	N/A
gene16913	LOC102636579	N/A
gene16914	Siglecg	protein_coding
gene16915	Lim2	protein_coding
gene16916	Nkg7	protein_coding
gene16917	Cldnd2	protein_coding
gene16918	Etfb	protein_coding
gene16919	Mir7051	miRNA
gene16920	Vsig10l	protein_coding
gene16921	Iglon5	protein_coding
gene16922	4931406B18Rik	protein_coding
gene16923	Gm9278	N/A
gene16924	Gm2511	N/A
gene16925	Cd33	protein_coding
gene16926	Zfp658	protein_coding
gene16927	Zfp719	protein_coding
gene16928	Zfp819	protein_coding
gene16929	Ceacam18	protein_coding
gene1693	Gm5262	processed_pseudogene
gene16930	Siglece	protein_coding
gene16931	LOC102640502	N/A
gene16932	Ctu1	protein_coding
gene16933	Klk14	protein_coding
gene16934	Klk13	protein_coding
gene16935	2310002F09Rik	lincRNA
gene16936	Klk12	protein_coding
